customer_id,customer_name,email,registration_date,customer_type,region
401,Michelle Williams,jason15@example.com,2025-05-22,REGULAR,South
402,Heather Bennett,acosta@example.com,2025-07-25,VIP,East
403,Fernando Lynn,franciscojones@example.org,2023-11-04,VIP,East
404,Tom Spence,george62@example.net,2024-12-17,VIP,West
405,Steve Moore,bbush@example.net,2023-12-16,VIP,North
406,Tammy Fernandez,jamie36@example.net,2026-05-03,VIP,South
407,Sara Hernandez,kenneth10@example.com,2025-01-22,REGULAR,West
408,Karen Davis,pattersonkelly@example.net,2024-05-28,PREMIUM,West
409,Elizabeth Sanders,daniellerowland@example.com,2025-08-09,REGULAR,East
410,James Lopez,christopher86@example.org,2023-09-19,VIP,East
411,Brittany Horton,scott43@example.com,2023-12-09,REGULAR,West
412,Leah Spencer,barnettlindsey@example.com,2025-03-04,REGULAR,North
413,Cynthia Evans,rsheppard@example.com,2025-03-16,VIP,East
414,Lisa Martinez,shawrachel@example.net,2025-06-08,VIP,North
415,Beth Henderson,stacyjackson@example.org,2026-06-07,VIP,East
416,Deanna Bartlett,oharris@example.org,2023-10-24,PREMIUM,East
417,Kelly Stark,hughesray@example.com,2023-07-31,PREMIUM,North
418,Lauren Hanna,jrodriguez@example.org,2023-12-14,VIP,East
419,Sheryl Humphrey,hartcraig@example.com,2024-08-25,VIP,South
420,Christopher Powell,kpena@example.net,2026-02-26,PREMIUM,South
421,Patrick Mccall,vwilliams@example.net,2025-02-09,PREMIUM,East
422,John Horton,morganlaura@example.com,2023-12-11,PREMIUM,South
423,Erica Daniel,dennismccann@example.com,2026-02-05,VIP,North
424,Olivia Camacho,lopezjason@example.com,2023-10-07,VIP,East
425,Samuel Suarez,cameronmckinney@example.com,2023-08-25,PREMIUM,East
426,Jesus Hull,jameswhitaker@example.org,2026-07-10,PREMIUM,North
427,Thomas Maldonado,joshuacolon@example.net,2024-07-21,REGULAR,West
428,Hannah Martin,tracy72@example.com,2024-08-16,VIP,North
429,Penny Lewis,mitchellpaul@example.org,2024-06-19,VIP,South
430,Sharon Coffey,ericaadams@example.com,2026-06-05,PREMIUM,East
431,Alejandra King,wellsdavid@example.org,2024-10-28,PREMIUM,East
432,John Byrd,rodney65@example.com,2026-03-06,VIP,North
433,Dr. Sara Hoffman DDS,asilva@example.net,2024-09-23,REGULAR,South
434,Margaret Hensley MD,gabrielle71@example.com,2026-04-19,REGULAR,North
435,Rebekah Greene,jacob83@example.org,2026-05-03,VIP,West
436,Jason Price,erin07@example.com,2023-09-04,PREMIUM,West
437,Rachel Knox,matthewreeves@example.net,2026-05-20,VIP,North
438,John Figueroa,william28@example.org,2025-11-26,REGULAR,East
439,Henry Garner,staceylam@example.net,2024-10-31,VIP,West
440,Edward York,vfrench@example.com,2025-07-11,PREMIUM,North
441,Steve Mason,delacruzbrandy@example.net,2026-06-03,VIP,North
442,Brittany Gay,amoreno@,2024-12-25,REGULAR,South
443,Mike Maxwell,dbenitez@example.org,2025-08-07,PREMIUM,East
444,Jesse Clark,crystal25@example.net,2024-03-29,PREMIUM,West
445,Jeffrey Jordan,tracygallagher@example.org,2025-05-08,PREMIUM,South
446,Jake Smith,creyes@example.net,2024-11-23,VIP,East
447,Michael Cooper,andrewsmith@example.net,2024-01-28,VIP,North
448,Angel Fry,reyesbrianna@example.org,2025-06-19,PREMIUM,North
449,Colin Vaughan,ryan25@example.com,2025-03-29,VIP,West
450,Alex Wagner,perezjessica@example.org,2024-01-19,VIP,West
451,Joseph Williams,jennifer06@example.net,2023-09-24,PREMIUM,North
452,Jeremy Martinez,valdezandrew@example.net,2024-08-07,REGULAR,West
453,Alexandra Fisher,nmiles@example.net,2023-12-15,PREMIUM,North
454,Lisa Campbell,cindy26@example.org,2023-12-24,REGULAR,South
455,Valerie Howard,mgonzalez@example.com,2025-04-08,PREMIUM,North
456,Karen Young,ethan87@example.org,2023-07-31,PREMIUM,East
457,Travis Chan Jr.,meadowsmary@example.net,2023-12-16,REGULAR,North
458,Brett Thompson,dawn74@example.com,2023-09-11,REGULAR,South
459,Samuel Zamora,michael56@example.net,2023-07-27,PREMIUM,East
460,Tina Adams,elizabethjackson@example.com,2023-12-03,VIP,South
461,Jesus Houston,lisa21@example.com,2026-06-17,REGULAR,East
462,Michael Brown,pmarsh@example.org,2024-03-15,VIP,South
463,Catherine James,perrybrittany@example.net,2025-01-19,VIP,North
464,Bianca Knapp,huffmannichole@example.net,2024-01-03,VIP,West
465,Alexandria Oneill,ealexander@example.com,2025-10-04,VIP,West
466,Melissa Montgomery,tiffanysantiago@example.com,2025-05-14,VIP,East
467,Ryan Grant,timothyalvarado@example.net,2026-02-18,VIP,East
468,Sarah Booth,smithsarah@example.net,2023-11-05,REGULAR,West
469,Daniel Schneider,vflores@example.com,2025-03-29,PREMIUM,East
470,Scott West,christianwallace@example.net,2024-01-12,PREMIUM,North
471,Andrew Dunn,bmcgee@example.org,2023-11-30,PREMIUM,North
472,Tiffany Cox,pamela83@example.net,2023-10-04,PREMIUM,North
473,Michelle Cox,meganrivera@example.net,2025-06-13,REGULAR,West
474,Ronald Brandt,davisdonna@example.org,2024-10-07,VIP,North
475,Mitchell Griffith,jacqueline02@example.com,2023-12-25,VIP,South
476,Roger Lee,cheryl31@example.com,2024-12-17,PREMIUM,South
477,Leah Barton,shermanbrandon@example.net,2025-06-10,PREMIUM,North
478,April Fitzgerald,gbarrett@example.org,2025-11-17,PREMIUM,North
479,Susan Holt,eroberson@example.net,2024-04-06,REGULAR,North
480,Kathy Cruz,dalesandoval@example.net,2026-02-12,PREMIUM,West
481,Casey Gutierrez,joshuastuart@example.com,2026-07-03,VIP,South
482,Kristen Robinson,megan85@example.net,2024-06-01,PREMIUM,West
483,Mallory Page,glenda22@example.net,2025-01-09,PREMIUM,North
484,Paul Skinner,qaguilar@example.net,2024-09-28,VIP,East
485,Charles Santiago,hstokes@example.org,2024-05-17,REGULAR,West
486,Ryan Vaughn,karen24@example.net,2024-10-12,VIP,South
487,Sean Stevenson,karenjohnson@example.com,2024-06-24,VIP,South
488,Matthew House,yyoung@example.net,2025-03-05,PREMIUM,West
489,Amy Manning,rfrye@example.com,2024-05-22,VIP,North
490,Holly Chapman,ogreer@example.net,2026-02-03,PREMIUM,East
491,William Jones,kimberlybrandt@example.com,2024-04-06,VIP,North
492,Christopher Singleton,bennettroy@example.net,2023-07-20,PREMIUM,East
493,Linda Ayala,steven20@,2026-03-09,REGULAR,South
494,Michael Fox,tracy98@example.com,2024-04-22,PREMIUM,South
495,Anna Walker,hartmanerik@example.net,2024-06-07,REGULAR,South
496,Yesenia Colon,mark43@example.net,2026-04-15,REGULAR,North
497,Lisa Oliver,wilsonmichael@example.org,2023-09-11,VIP,South
498,Diane Pruitt,patrick16@example.com,2025-02-13,REGULAR,South
499,Jose Vaughan,stucker@example.net,2024-03-28,VIP,South
500,Sharon Coleman,simsjason@example.net,2023-12-20,REGULAR,West
